"Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;Python","MariaDB;MySQL;SQLite","Amazon Web Services (AWS);Cloudflare;Fly.io;Heroku","Django;jQuery;Laravel;React;WordPress","Insurance","ChatGPT;WolframAlpha","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
"Nelson Mandela Bay Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Research & Development role","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Python;Scala;SQL;TypeScript","Cassandra;Couch DB;Couchbase;Dynamodb;Elasticsearch;H2;MongoDB;PostgreSQL;Redis","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;IBM Cloud Or Watson;Microsoft Azure;Netlify;OpenShift;Oracle Cloud Infrastructure (OCI)","Angular;Django;Node.js;React;Spring Boot","Higher Education","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot","Employed, full-time"
"Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Elixir;HTML/CSS;JavaScript;Rust;SQL","Microsoft SQL Server;SQLite","Microsoft Azure","ASP.NET;Blazor;Phoenix;Qwik;React;Solid.js;Svelte","Oil & Gas","ChatGPT","AWS CodeWhisperer;Synk Code","Employed, full-time"
"Pretoria Campus","Data Science","I am a developer by profession","Developer, desktop or enterprise applications","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;C++;Dart;Java;JavaScript;PowerShell;Python;Rust","MongoDB;Oracle","Amazon Web Services (AWS);Cloudflare;Oracle Cloud Infrastructure (OCI);Vultr","ASP.NET;ASP.NET CORE","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Mintlify","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Vanderbijlpark Campus","Data Science","I am a developer by profession","Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;JavaScript;Python","TiDB","Amazon Web Services (AWS);Google Cloud","Angular;AngularJS;ASP.NET;ASP.NET CORE;Next.js","Higher Education","ChatGPT;You.com","Tabnine;Whispr AI","Employed, full-time"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Go;HTML/CSS;JavaScript;PHP;SQL","Cassandra;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis;SQLite","Firebase;Google Cloud;Hetzner","jQuery;Laravel;Node.js;Spring Boot;Symfony;Vue.js","Advertising Services","Bing AI;ChatGPT;Google Bard AI","GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Employed, full-time"
"Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;SQL","Microsoft SQL Server;Oracle","Microsoft Azure","ASP.NET CORE;Blazor;jQuery","Advertising Services","ChatGPT","Synk Code","Employed, full-time"
"Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript","MongoDB","Amazon Web Services (AWS)","Angular","Higher Education","ChatGPT","Mintlify","Employed, full-time"
"Durban Campus","IT","I am a developer by profession","Developer, full-stack","Primary/elementary school","C#;HTML/CSS;JavaScript;PowerShell;Rust;TypeScript","Microsoft SQL Server","Amazon Web Services (AWS);Microsoft Azure","ASP.NET CORE;Blazor","Financial Services","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Mbombela Campus","IT","I am a developer by profession","Student","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;PowerShell;Python;SQL","MySQL;PostgreSQL","Heroku;Netlify;Render;Vercel","Django;Flask","Healthcare","ChatGPT","AWS CodeWhisperer;Mintlify","Not employed, but looking for work;Student, full-time"
"Vanderbijlpark Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Scala","Elasticsearch;MongoDB;Oracle;PostgreSQL","Amazon Web Services (AWS)","Play Framework;Ruby on Rails;Spring Boot","Financial Services","ChatGPT;WolframAlpha","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Not employed, but looking for work"
"Durban Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Security professional","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL","MariaDB;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Hetzner;OVH","Laravel","Other","ChatGPT;WolframAlpha","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"Pretoria Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript","Microsoft SQL Server;PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Oracle Cloud Infrastructure (OCI);Vercel;Vultr","ASP.NET CORE;Lit;Next.js;React","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT","AWS CodeWhisperer;Mintlify","Employed, full-time"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript","Clickhouse;Cosmos DB;MongoDB;PostgreSQL","Cloudflare;Google Cloud;Microsoft Azure","ASP.NET;Express;FastAPI;Flask;React","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT","AWS CodeWhisperer;GitHub Copilot","Independent contractor, freelancer, or self-employed"
"Vanderbijlpark Campus","IT","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Python","MySQL","Amazon Web Services (AWS)","Node.js","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine","Employed, full-time"
"Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Bash/Shell (all shells);C;C#;Java;JavaScript","IBM DB2;MariaDB;SQLite","Amazon Web Services (AWS);IBM Cloud Or Watson","Spring Boot","Financial Services","ChatGPT","GitHub Copilot;Mintlify","Employed, full-time;Student, part-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;TypeScript","DuckDB;Dynamodb;Elasticsearch;MongoDB;MySQL;Neo4J;PostgreSQL;Redis;Snowflake;SQLite","Amazon Web Services (AWS);Digital Ocean;Google Cloud","Django;FastAPI;Flask;jQuery;Next.js;Vue.js","Other","ChatGPT;Google Bard AI;WolframAlpha;You.com","AWS CodeWhisperer;Replit Ghostwriter;Tabnine","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL","Amazon Web Services (AWS);Google Cloud;Microsoft Azure;OpenShift;VMware","jQuery;Spring Boot","Financial Services","ChatGPT","Adrenaline;AWS CodeWhisperer","Employed, full-time"
"Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;Ruby;SQL","MariaDB;Microsoft SQL Server;MySQL","Digital Ocean","Express;Ruby on Rails;Vue.js","Legal Services","Bing AI;ChatGPT","GitHub Copilot;Mintlify","Employed, full-time"
"Durban Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;HTML/CSS;Java;Kotlin;Python;TypeScript","Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite;Supabase","Amazon Web Services (AWS);Google Cloud;Heroku;Microsoft Azure;Vercel","Angular;ASP.NET;ASP.NET CORE;Django;Express;jQuery;Next.js;Node.js;React;Spring Boot","Manufacturing, Transportation, or Supply Chain","ChatGPT","Mintlify;Synk Code","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;Ruby;SQL;TypeScript","BigQuery;MySQL;PostgreSQL;SQLite","Google Cloud","Ruby on Rails;Vue.js","Oil & Gas","ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;Python;R;Solidity;SQL;TypeScript","Cosmos DB;Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite","Microsoft Azure","ASP.NET;ASP.NET CORE;Blazor;Express;Flask;jQuery;Next.js;Node.js;React;WordPress","Wholesale","ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"Nelson Mandela Bay Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;SQL","MariaDB;MySQL;Redis","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud","jQuery;Laravel;Node.js;React;Vue.js;WordPress","Insurance","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Tabnine","Employed, full-time;Employed, part-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL;TypeScript;VBA;Visual Basic (.Net)","BigQuery;Cloud Firestore;Dynamodb;Elasticsearch;Firebase Realtime Database;H2;MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Firebase;Google Cloud;Vercel","Angular;AngularJS;CodeIgniter;Express;Fastify;jQuery;Laravel;NestJS;Next.js;Node.js;React;Spring Boot;Vue.js","Financial Services","ChatGPT","Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, mobile","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Dart;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;R;SQL","Cloud Firestore;Firebase Realtime Database;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;Microsoft Azure;Netlify;Vercel","Django;Express;jQuery;Node.js","Healthcare","ChatGPT","Favorable","Independent contractor, freelancer, or self-employed;Student, full-time"
"Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","JavaScript;Python;TypeScript","Cassandra;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite","Amazon Web Services (AWS);Firebase","Flask;Node.js;React","Financial Services","ChatGPT;You.com","Codeium;Synk Code;Whispr AI","Employed, full-time"
"Durban Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;PHP;TypeScript","Firebase Realtime Database;MySQL;Redis","Amazon Web Services (AWS);Firebase","Angular;Gatsby;React;Symfony","Financial Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine","Employed, full-time"
"Mbombela Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL","Elasticsearch;PostgreSQL","Firebase;Netlify","AngularJS;jQuery;Spring Boot","Oil & Gas","ChatGPT","GitHub Copilot;Synk Code","Employed, full-time"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;PHP;Ruby;Swift","PostgreSQL;SQLite","Digital Ocean;Firebase","Ruby on Rails","Higher Education","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine","Employed, full-time"
"Pretoria Campus","Computer Science","I am a developer by profession","Product manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;HTML/CSS;JavaScript;PHP;Python;SQL;Swift;TypeScript","MySQL;PostgreSQL;Redis;SQLite","Cloudflare;Fly.io;Hetzner;OVH","Django;FastAPI;Laravel;Next.js;React;Svelte","Oil & Gas","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Independent contractor, freelancer, or self-employed"
"Vanderbijlpark Campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Elixir;Flow;HTML/CSS;JavaScript;PHP;TypeScript","MongoDB;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Firebase;Google Cloud;Heroku","Django;Express;FastAPI;Fastify;Gatsby;jQuery;Lit;Next.js;Node.js;Phoenix;React;Spring Boot;WordPress","Other","ChatGPT;Google Bard AI","Favorable","Employed, full-time;Independent contractor, freelancer, or self-employed"
"Durban Campus","Computer Science","I am a developer by profession","Engineering manager","Some college/university study without earning a degree","C;HTML/CSS;Java;JavaScript;PHP;PowerShell;Scala;SQL;TypeScript;Visual Basic (.Net)","BigQuery;Elasticsearch;Firebase Realtime Database;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud","AngularJS;ASP.NET;CodeIgniter;Express;jQuery;Laravel;NestJS;Next.js;Node.js;Nuxt.js;Play Framework;React;Spring Boot;Vue.js","Financial Services","Bing AI;ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"Durban Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Python;TypeScript","Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Amazon Web Services (AWS);Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;Blazor;jQuery","Oil & Gas","Bing AI;ChatGPT","GitHub Copilot;Rubber Duck.AI;Tabnine","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;Java;JavaScript;Kotlin;PHP;TypeScript","Firebase Realtime Database;MongoDB;MySQL;Oracle;PostgreSQL;Solr","Firebase;Vercel","Express;jQuery;Laravel;Node.js;React;Svelte","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT;You.com","GitHub Copilot;Replit Ghostwriter;Whispr AI","Independent contractor, freelancer, or self-employed"
"Nelson Mandela Bay Campus","Computer Science","I am a developer by profession","System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Cobol;HTML/CSS;JavaScript;PowerShell;Python;Ruby;SQL","Elasticsearch;MariaDB;Oracle","Amazon Web Services (AWS);Cloudflare;Oracle Cloud Infrastructure (OCI)","Flask;Ruby on Rails;WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code","Employed, full-time"
"Durban Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;JavaScript;Perl;SQL","MariaDB;MySQL;PostgreSQL","Digital Ocean","Drupal;jQuery;WordPress","Wholesale","ChatGPT","GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Go;Java;PHP","MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Heroku","Spring Boot;Symfony;Vue.js","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"Nelson Mandela Bay Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C++;HTML/CSS;Java;JavaScript;Python;R;SQL;TypeScript","Cloud Firestore;MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite","Amazon Web Services (AWS);Google Cloud;Heroku","Angular;Express;jQuery;NestJS;Next.js;Node.js;React;Vue.js","Insurance","ChatGPT;Google Bard AI","AWS CodeWhisperer;Whispr AI","Employed, full-time"
"Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C#;Groovy;SQL;TypeScript","Dynamodb;Microsoft SQL Server;MongoDB;PostgreSQL","Amazon Web Services (AWS)","Angular;ASP.NET CORE","Higher Education","ChatGPT","GitHub Copilot;Synk Code","Employed, full-time"
"Mbombela Campus","Data Science","I am a developer by profession","Developer, mobile","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Dart","MongoDB","Cloudflare","NestJS","Insurance","ChatGPT","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Employed, full-time"
"Pretoria Campus","Data Science","I am a developer by profession","Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Java;Kotlin;Python;Swift;VBA","MySQL","Google Cloud","React","Legal Services","ChatGPT;Google Bard AI","GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"Durban Campus","IT","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C++;Dart;JavaScript;Kotlin","PostgreSQL;SQLite","Firebase;Netlify;Vercel","React","Financial Services","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;Tabnine;Whispr AI","Employed, full-time"
